epoch,accuracy,loss,val_accuracy,val_loss
1,0.17318998277187347,6.013408184051514,0.1705842912197113,1.7874420881271362
2,0.18242903053760529,1.8974106311798096,0.20819342136383057,1.788367509841919
3,0.1931799054145813,1.8051111698150635,0.20282068848609924,1.787859320640564
4,0.19989921152591705,1.783441185951233,0.32169240713119507,1.7541563510894775
5,0.21938517689704895,1.773042917251587,0.30288785696029663,1.7207591533660889
6,0.23920711874961853,1.7378735542297363,0.3270651400089264,1.6876038312911987
7,0.2482781857252121,1.7067149877548218,0.30826058983802795,1.6360410451889038
8,0.24592642486095428,1.7089790105819702,0.32907992601394653,1.631508708000183
9,0.26793214678764343,1.6720110177993774,0.29482874274253845,1.620535969734192
10,0.2682681083679199,1.6673239469528198,0.3190060555934906,1.612093210220337
11,0.27448344230651855,1.6543928384780884,0.33512425422668457,1.6146823167800903
12,0.2785150408744812,1.640683889389038,0.33378106355667114,1.5897598266601562
13,0.2857382893562317,1.644618034362793,0.3438549339771271,1.5981212854385376
14,0.27901896834373474,1.6335049867630005,0.3196776211261749,1.6011310815811157
15,0.2707878351211548,1.6784371137619019,0.33512425422668457,1.5898617506027222
16,0.28473037481307983,1.6474512815475464,0.3404969871044159,1.6051355600357056
17,0.2812027633190155,1.645133137702942,0.3237071931362152,1.595672607421875
18,0.28321853280067444,1.6327369213104248,0.32975152134895325,1.6184799671173096
19,0.29010581970214844,1.6249301433563232,0.33781060576438904,1.5835164785385132
20,0.29363346099853516,1.6167916059494019,0.3485560715198517,1.5810240507125854
21,0.29598522186279297,1.6143563985824585,0.34318333864212036,1.5872273445129395
22,0.23467159271240234,1.6937755346298218,0.2672934830188751,1.6540032625198364
23,0.2904417812824249,1.6204181909561157,0.32975152134895325,1.590145468711853
24,0.30807995796203613,1.599666953086853,0.34318333864212036,1.5797406435012817
25,0.30472031235694885,1.603501558303833,0.3263935446739197,1.5695013999938965
26,0.31463128328323364,1.594370722770691,0.3310946822166443,1.5711712837219238
27,0.3094238340854645,1.5868433713912964,0.33378106355667114,1.5684925317764282
28,0.3006887137889862,1.591844081878662,0.34721288084983826,1.5565545558929443
29,0.30589619278907776,1.5982335805892944,0.353928804397583,1.5501124858856201
30,0.3144632875919342,1.577929139137268,0.3458697199821472,1.5662612915039062
31,0.3210146129131317,1.5719777345657349,0.31229013204574585,1.5784653425216675
32,0.3159751296043396,1.579186201095581,0.3485560715198517,1.5444468259811401
33,0.31916680932044983,1.5801109075546265,0.3579583466053009,1.5552417039871216
34,0.3213505744934082,1.5632336139678955,0.3660174608230591,1.5399874448776245
35,0.3363010287284851,1.553012728691101,0.34788447618484497,1.5571672916412354
36,0.31614312529563904,1.5976777076721191,0.32907992601394653,1.5764204263687134
37,0.3277339041233063,1.5710612535476685,0.3498992621898651,1.5510170459747314
38,0.3309255838394165,1.5583600997924805,0.3324378728866577,1.5619620084762573
39,0.3398286700248718,1.5456876754760742,0.3263935446739197,1.5848058462142944
40,0.32538217306137085,1.5656490325927734,0.3445265293121338,1.5493005514144897
41,0.3482277989387512,1.5408451557159424,0.35594359040260315,1.5354104042053223
42,0.3435242772102356,1.5289205312728882,0.3498992621898651,1.547555923461914
43,0.3411725163459778,1.5436142683029175,0.35930153727531433,1.530272126197815
44,0.3561229705810547,1.5222809314727783,0.3579583466053009,1.5295928716659546
45,0.3546111285686493,1.5197274684906006,0.3633311092853546,1.5122027397155762
46,0.34990760684013367,1.5415254831314087,0.3660174608230591,1.5366454124450684
47,0.34755584597587585,1.518560767173767,0.3841504454612732,1.5147467851638794
48,0.3641861379146576,1.5011029243469238,0.37743452191352844,1.514972448348999
